-3.3,2.48
-3.2998,2.48
-3.2996,2.48
-3.29939975,2.56
-3.29919975,2.48
-3.299,2.48
-3.2988,2.48
-3.2986,2.48
-3.2984,2.48
-3.2982,2.48
-3.29799975,2.48
-3.29779975,2.48
-3.2976,2.48
-3.2974,2.48
-3.2972,2.48
-3.297,2.48
-3.2968,2.48
-3.29659975,2.48
-3.29639975,2.56
-3.29619975,2.48
-3.296,2.48
-3.2958,2.48
-3.2956,2.48
-3.2954,2.48
-3.29519975,2.48
-3.29499975,2.48
-3.29479975,2.56
-3.2946,2.48
-3.2944,2.48
-3.2942,2.48
-3.294,2.48
-3.2938,2.56
-3.29359975,2.48
-3.29339975,2.48
-3.2932,2.48
-3.293,2.48
-3.2928,2.56
-3.2926,2.48
-3.2924,2.48
-3.29219975,2.48
-3.29199975,2.48
-3.2918,2.48
-3.2916,2.56
-3.2914,2.48
-3.2912,2.56
-3.291,2.48
-3.29079975,2.48
-3.29059975,2.48
-3.2904,2.48
-3.2902,2.48
-3.29,2.48
-3.2898,2.48
-3.2896,2.48
-3.28939975,2.48
-3.28919975,2.48
-3.289,2.48
-3.2888,2.48
-3.2886,2.48
-3.2884,2.48
-3.2882,2.48
-3.28799975,2.48
-3.28779975,2.56
-3.28759975,2.48
-3.2874,2.48
-3.2872,2.48
-3.287,2.48
-3.2868,2.48
-3.28659975,2.48
-3.28639975,2.48
-3.28619975,2.48
-3.286,2.56
-3.2858,2.48
-3.2856,2.48
-3.2854,2.48
-3.2852,2.56
-3.28499975,2.48
-3.28479975,2.48
-3.2846,2.48
-3.2844,2.48
-3.2842,2.48
-3.284,2.48
-3.2838,2.48
-3.28359975,2.56
-3.28339975,2.48
-3.2832,2.48
-3.283,2.48
-3.2828,2.48
-3.2826,2.48
-3.2824,2.48
-3.28219975,2.56
-3.28199975,2.48
-3.2818,2.48
-3.2816,2.48
-3.2814,2.48
-3.2812,2.48
-3.281,2.48
-3.28079975,2.48
-3.28059975,2.48
-3.28039975,2.48
-3.2802,2.48
-3.28,2.48
-3.2798,2.48
-3.2796,2.48
-3.27939975,2.48
-3.27919975,2.48
-3.27899975,2.48
-3.2788,2.48
-3.2786,2.48
-3.2784,2.48
-3.2782,2.48
-3.278,2.48
-3.27779975,2.48
-3.27759975,2.48
-3.2774,2.48
-3.2772,2.48
-3.277,2.48
-3.2768,2.48
-3.2766,2.48
-3.27639975,2.56
-3.27619975,2.48
-3.276,2.48
-3.2758,2.48
-3.2756,2.48
-3.2754,2.48
-3.2752,2.48
-3.27499975,2.48
-3.27479975,2.48
-3.2746,2.48
-3.2744,2.48
-3.2742,2.48
-3.274,2.48
-3.2738,2.48
-3.27359975,2.48
-3.27339975,2.48
-3.2732,2.48
-3.273,2.48
-3.2728,2.48
-3.2726,2.56
-3.2724,2.48
-3.27219975,2.48
-3.27199975,2.48
-3.27179975,2.48
-3.2716,2.48
-3.2714,2.48
-3.2712,2.48
-3.271,2.48
-3.2708,2.48
-3.27059975,2.48
-3.27039975,2.48
-3.2702,2.56
-3.27,2.48
-3.2698,2.48
-3.2696,2.48
-3.2694,2.48
-3.26919975,2.48
-3.26899975,2.48
-3.2688,2.56
-3.2686,2.48
-3.2684,2.48
-3.2682,2.48
-3.268,2.48
-3.26779975,2.48
-3.26759975,2.48
-3.2674,2.48
-3.2672,2.48
-3.267,2.48
-3.2668,2.48
-3.2666,2.56
-3.26639975,2.48
-3.26619975,2.48
-3.266,2.48
-3.2658,2.48
-3.2656,2.48
-3.2654,2.48
-3.2652,2.48
-3.26499975,2.48
-3.26479975,2.48
-3.26459975,2.48
-3.2644,2.48
-3.2642,2.48
-3.264,2.48
-3.2638,2.48
-3.26359975,2.48
-3.26339975,2.48
-3.26319975,2.48
-3.263,2.48
-3.2628,2.48
-3.2626,2.48
-3.2624,2.48
-3.2622,2.48
-3.26199975,2.48
-3.26179975,2.48
-3.2616,2.48
-3.2614,2.48
-3.2612,2.48
-3.261,2.48
-3.2608,2.48
-3.26059975,2.48
-3.26039975,2.56
-3.2602,2.48
-3.26,2.48
-3.2598,2.48
-3.2596,2.56
-3.2594,2.48
-3.25919975,2.48
-3.25899975,2.48
-3.2588,2.48
-3.2586,2.48
-3.2584,2.48
-3.2582,2.48
-3.258,2.48
-3.25779975,2.48
-3.25759975,2.48
-3.2574,2.48
-3.2572,2.48
-3.257,2.48
-3.2568,2.48
-3.2566,2.48
-3.25639975,2.48
-3.25619975,2.56
-3.25599975,2.48
-3.2558,2.48
-3.2556,2.48
-3.2554,2.48
-3.2552,2.48
-3.255,2.48
-3.25479975,2.48
-3.25459975,2.48
-3.2544,2.48
-3.2542,2.48
-3.254,2.48
-3.2538,2.48
-3.2536,2.48
-3.25339975,2.56
-3.25319975,2.48
-3.253,2.56
-3.2528,2.48
-3.2526,2.48
-3.2524,2.48
-3.2522,2.48
-3.25199975,2.48
-3.25179975,2.48
-3.2516,2.48
-3.2514,2.48
-3.2512,2.48
-3.251,2.48
-3.2508,2.48
-3.25059975,2.48
-3.25039975,2.48
-3.2502,2.48
-3.25,2.48
-3.2498,2.48
-3.2496,2.56
-3.2494,2.48
-3.24919975,2.48
-3.24899975,2.56
-3.24879975,2.48
-3.2486,2.48
-3.2484,2.48
-3.2482,2.48
-3.248,2.48
-3.24779975,2.48
-3.24759975,2.48
-3.24739975,2.48
-3.2472,2.48
-3.247,2.48
-3.2468,2.56
-3.2466,2.48
-3.2464,2.48
-3.24619975,2.48
-3.24599975,2.48
-3.2458,2.48
-3.2456,2.48
-3.2454,2.56
-3.2452,2.48
-3.245,2.48
-3.24479975,2.48
-3.24459975,2.48
-3.2444,2.48
-3.2442,2.48
-3.244,2.48
-3.2438,2.48
-3.2436,2.48
-3.24339975,2.48
-3.24319975,2.48
-3.243,2.48
-3.2428,2.48
-3.2426,2.48
-3.2424,2.48
-3.2422,2.56
-3.24199975,2.48
-3.24179975,2.48
-3.2416,2.48
-3.2414,2.48
-3.2412,2.48
-3.241,2.48
-3.2408,2.48
-3.24059975,2.48
-3.24039975,2.48
-3.24019975,2.48
-3.24,2.48
-3.2398,2.48
-3.2396,2.48
-3.2394,2.48
-3.2392,2.48
-3.23899975,2.48
-3.23879975,2.48
-3.2386,2.48
-3.2384,2.48
-3.2382,2.48
-3.238,2.48
-3.2378,2.48
-3.23759975,2.48
-3.23739975,2.48
-3.2372,2.48
-3.237,2.48
-3.2368,2.48
-3.2366,2.48
-3.2364,2.48
-3.23619975,2.48
-3.23599975,2.48
-3.2358,2.48
-3.2356,2.48
-3.2354,2.48
-3.2352,2.48
-3.235,2.48
-3.23479975,2.48
-3.23459975,2.48
-3.2344,2.48
-3.2342,2.48
-3.234,2.48
-3.2338,2.56
-3.2336,2.48
-3.23339975,2.48
-3.23319975,2.48
-3.23299975,2.48
-3.2328,2.56
-3.2326,2.48
-3.2324,2.48
-3.2322,2.48
-3.23199975,2.48
-3.23179975,2.48
-3.23159975,2.48
-3.2314,2.48
-3.2312,2.48
-3.231,2.56
-3.2308,2.48
